"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PTGES",0.758719142772839,-0.0100711045110469,2.65274407950196,0.00798406004453381,0.0404993215003824,-2.85635042255004
"CDC16",0.758676058302738,-0.00718603876600676,2.65259344131908,0.00798762362291603,0.0404993215003824,-2.85673527676359
"MPHOSPH6",0.758672732239974,-0.0171489843592772,2.6525818122553,0.00798789878555447,0.0404993215003824,-2.85676498607914
"NOTCH4",0.758646994561148,-0.0114172198202551,2.6524918244439,0.00799002833110443,0.0404993215003824,-2.85699487776492
"MAGEC1",0.75815305229378,-0.00227798726607044,2.65076483173802,0.0080309959248815,0.0406726081234056,-2.86140531156754
"VAX2",0.758147888128991,-0.0101330361911207,2.65074677603494,0.00803142523255762,0.0406726081234056,-2.86145140746555
"PCNA",0.758092650512377,-0.0153013699161382,2.65055364625584,0.00803601853512432,0.0406776119927356,-2.86194444481383
"KLHL18",0.757888875335257,-0.0265181308488171,2.64984117788095,0.00805298387847159,0.0407373532761907,-2.86376298110277
"ZNF709",0.757864184809752,-0.00103368712833755,2.6497548512791,0.00805504166969613,0.0407373532761907,-2.86398329179282
"MAP3K7",0.757369151497667,-0.0109408329262422,2.6480240439042,0.00809639886886297,0.0409281668626258,-2.86839890196293
"POLG",0.757160326635456,-0.0173816990945299,2.64729392008676,0.00811390192255252,0.0409739178091586,-2.87026071778981
"LRRK1",0.757140084781098,-0.0168050032339425,2.6472231475752,0.00811560033156316,0.0409739178091586,-2.87044116040788
"ARHGAP8",0.757101401538981,-0.0310571933380614,2.64708789760493,0.00811884696521222,0.0409739178091586,-2.87078598226792
"COL7A1",0.757087961959839,-0.0245631923749121,2.64704090819608,0.00811997520351667,0.0409739178091586,-2.87090577835804
"MFGE8",0.756991159379558,-0.00886822778278887,2.64670245295323,0.0081281058235043,0.0409966106421989,-2.87176858263245
"ABCF2",0.756795649225276,-0.0288602482186133,2.64601888195177,0.00814454929272803,0.0410611928819706,-2.87351083401759
"ENO2",0.756548996816322,-0.000645472580555769,2.64515649997053,0.00816533657789204,0.0411476072391049,-2.87570818782043
"CST3",-0.756427749678981,-0.00213056574389708,-2.64473257811644,0.00817557239960444,0.0411686761057051,-2.8767880803343
"FBXO28",0.756413040377747,-0.0248809103319825,2.64468114932077,0.0081768149563844,0.0411686761057051,-2.8769190775459
"DPT",-0.756029242863984,0.0222601314731813,-2.64333926070222,0.00820929574884021,0.0413137751713488,-2.88033617803894
"LSP1",0.755947235164068,0.0205345184666921,2.64305253346923,0.00821625101593299,0.0413303433850967,-2.88106610003264
"PLA2G2D",0.755830815289332,-0.00710130964507927,2.64264548939188,0.00822613391795602,0.0413616171997762,-2.88210217682739
"IL17RD",0.755467680801708,0.0118315320445275,2.64137584584685,0.00825702883914248,0.0414802981515916,-2.885332861197
"GCH1",0.755435735941645,-0.0265123546389442,2.64126415558675,0.0082597516206105,0.0414802981515916,-2.88561698948659
"EDEM1",0.755423829756882,-0.00357818563843942,2.64122252745407,0.00826076663534755,0.0414802981515916,-2.88572288400997
"CAD",0.755252510445548,-0.0295827698103058,2.64062353599172,0.00827538414825829,0.0415352132316718,-2.88724642636076
"RACGAP1",0.755192465315238,-0.0142474998558075,2.64041359748489,0.00828051286583188,0.0415414545524412,-2.88778032582398
"ZC3HAV1",0.755132877305635,-0.00910914317041968,2.64020525722989,0.0082856053500876,0.0415414545524412,-2.88831011877112
"NPDC1",0.755108693012141,0.00953786042338069,2.64012070058993,0.00828767297682755,0.0415414545524412,-2.88852512775593
"TMEM106A",0.754931737841991,-0.00603657745515433,2.63950200421931,0.00830281574182941,0.041598876560862,-2.89009812736704
"EXOSC6",0.754826496369225,-0.00807456555378123,2.63913404369471,0.00831183341191764,0.0416255731853825,-2.89103347081334
"ZNF433",-0.754598566035349,0.00301390408181779,-2.63833712055196,0.00833139378574842,0.0417050204456963,-2.89305877596322
"TRIM15",0.75442182587966,-0.0419543050386926,2.63771917594613,0.00834658948995789,0.0417463066423653,-2.89462880297893
"ADK",0.754416574495854,-0.00820849908947883,2.63770081529524,0.00834704137066172,0.0417463066423653,-2.89467544670892
"IGFBP3",0.754085937427294,-0.0280189653315212,2.63654479394737,0.00837553674054214,0.0418611768508538,-2.89761157050715
"ERCC8",0.75406401075559,-0.0232667213949364,2.63646813073266,0.0083774295248806,0.0418611768508538,-2.89780623826257
"PAF1",0.753918460017537,-0.00816322650183368,2.63595923509939,0.00839000365870658,0.0419054498810033,-2.89909831256432
